comment_text,true_sentiment,type
"Oi kapan Iki nyala banyu Urip,Kupang gunung jya",Negatif,Pertanyaan
"@rivaaazwaa Selamat pagi Ibu Riva, mohon maaf atas ketidaknyamanannya. Saat ini masih proses pemasangan giboult joint. Mudah2an dalam 1-2 jam lagi selesai pekerjaannya bu -w",Positif,Pernyataan
"@galang.panjii lha iyo pak, iku artie gak iso kerjo kan. kakean gombal nang sosmed. gak ngerti ta @pdamsuryasembada lek akeh wong sing dirugino gara2 janji palsu?",Negatif,Pertanyaan
"@pdamsuryasembada Pak simosidomulyo dari jam 3 udah gak kluar pak, baru 2 hari nyala sekarang mati lagi. Butuh berapa hari ato jam lagi buat nyala? Sama sekali tidak bisa beraktifitas ini Pak. Mohon untuk segera diselesaikan pengerjaannya.",Negatif,Pertanyaan
permisi min kenapa rabu juga blm kluar ya airnya?,Negatif,Pertanyaan
@faradhiba02 utk lokasi dimana kak Fara? Kl yg daerah terdampak pekerjaan jl Diponegoro sampai saat ini masih proses penyelesaian. Mohon maaf atas ketidaknyamanannya -w,Netral,Pertanyaan
"Makin lama makin makin....udah makin naik tagihannya, makin kecil airnya...bikin kerjaan rumah tangga terbengkalai aja !!",Negatif,Pernyataan
@dapurshafiyah selamat siang mohon maaf atas ketidaknyamanannya. Saat ini pekerjaan sudah selesai dan normalisasi aliran ke pelanggan secara bertahap -w,Positif,Pernyataan
@pdamsuryasembada banyuurip wetan kak,Netral,Pernyataan
@pdamsuryasembada kira2 sampai kapan ya kak?,Netral,Pertanyaan
Min rmh ku daerah kembang kuning iki aire metue ciluk trs keruh,Negatif,Pernyataan
#Informasi: Pagi ini (9/10) Pukul 10.30 WIB Pekerjaan Koneksi Pipa Diameter 600mm di Jl Raya Diponegoro telah SELESAI. Valve terkait telah dibuka kembali. Normalisasi aliran ke pelanggan secara bertahap. Mohon maaf atas ketidaknyamanan pelanggan dan pengguna jalan. -w,Negatif,Pernyataan
@inira_aytes Banyu Urip terdampak pekerjaan koneksi pipa D600mm di Jl Diponegoro. Saat ini pekerjaan sudah selesai dan normalisasi aliran ke pelanggan -w,Negatif,Pernyataan
Saat ini pekerjaan sudah selesai normalisasi aliran ke pelanggan -w,Negatif,Pernyataan
Udah tau panas2 gini malah mati nih air sbnrnya ngapain sih dari malem wkwkwkkwwk alasan nya persiapan hujan teross,Negatif,Pertanyaan
"@darrjonsey selamat siang, mohon maaf atas ketidaknyamanannya. Utk pekerjaan di Jl Diponegoro sudah selesai pukul 10.30 WIB. Saat ini sudah selesai, normalisasi aliran ke pelanggan -w",Negatif,Pernyataan
Airnya kok belum nyala katanya estimasi 7 jam,Negatif,Pertanyaan
"@p_budi_43 selamat siang pak Budi, mohon maaf atas kendala yg dialami. Utk wilayah Petemon pipa PDAM terdampak pekerjaan saluran drainase di Jl Pacuan Kuda. Saat ini sedang dalam penanganan petugas. Terima kasih dan mohon maaf atas ketidaknyamanannya -w",Positif,Pernyataan
@nurcholiizz selamat siang apakah saat ini air sudah mengalir di tmpt bp nurcholizz? -w,Negatif,Pertanyaan
@debbyrosinta utk wilayah mana bu Debby? -w,Netral,Pertanyaan
@frizal1998 lokasi wilayah mana pak Frizal yg airnya masih belum keluar? Silahkan mengirimkan alamat dan nomor telp via DM utk kami tindaklanjuti. Terima kasih -w,Positif,Pertanyaan
@cupcakesurabayamurah selamat siang Bp/ibu. Wilayah mana yg airnya masih belum keluar? -w,Negatif,Pertanyaan
@pdamsuryasembada oh sudah min terimakasih 😊🙏,Positif,Pernyataan
"@riskiayulianti963 selamat siang ibu Rizki, mohon maaf atas ketidaknyamanannya. Simo sidomulyo pipa pdam terdampak pemasangan saluran di Jl Pacuan Kuda. Saat ini dalam penanganan petugas. Apabila air masih belum keluar silahkan telp ke call center pdam di 08001926666 atau melalui Aplikasi CIS PDAM utk pesan tangki. Terima kasih -w",Positif,Pernyataan
"@mascoo17 selamat siang bp mascoo, mohon maaf atas ketidaknyamanannya. Silahkan menginformasikan nomor pelanggannya utk kami cek informasi. Kemungkinan bisa krn pemakaian tinggi atau ada rekategori tarif yg salah satunya berdasarkan nilai NJOP. Terima kasih dan mohon maaf atas ketidaknyamanannya -w",Positif,Pernyataan
@nurcholiizz Alhamdulillah terima kasih  informasinya -w,Positif,Pernyataan
@fitridiah.ikasari utk wilayah mana bu? Jika ada pemadaman terencana akan kami informasikan di media sosial kami -w,Netral,Pertanyaan
"@pdamsuryasembada saya barusan pulang, ternyata sudah nyala..🙏🙏",Netral,Pernyataan
"@pdamsuryasembada hub call center pun sibuk terus pak, laporan kapan petugas datengnya beberapa hari setelah laporan. Seharian tidak bisa aktifitas pak",Negatif,Pertanyaan
untuk permintaan tanfon air bersih apakah dikenakan biaya ya pak?,Netral,Pertanyaan
"Perasaan dari kemarin Senin tgl 7 ngomong nya perbaikan knp sekrng Selasa perbaikan lagi tolong ya PDAM,kami ini masyarakat sangat terganggu sekali kalau airnya gak nyala,tolong lebih di tingkatkan kinerja nya,dan gerak cepat,.daerah Kemayoran selalu ajh gak nyala airnya.",Negatif,Pernyataan
"@fauziyah2346 Selamat siang, utk pekerjaan koneksi pipa di Jl Diponegoro dan mematikan air utk wilayah terdampak di atas akan dilakukan nanti malam pukul 21.00 WIB. Tadi malam s.d. saat ini belum mematikan air utk pekerjaan tsb. Mohon maaf atas ketidaknyamanannya. Utk tindaklanjut pengaduan silahkan DM data pelanggannya / melalui Aplikasi CIS PDAM. Terima kasih -w",Positif,Pernyataan
Darmo harapan kok mati ya airnya,Negatif,Pertanyaan
Pakuwon indah surabaya barat sore ini kecil banget bahkan seperti mau mati parah kali pdam ini,Negatif,Pernyataan
daerah simokerto ( granting mati ) call center ditelpon gak bisa😂,Negatif,Pernyataan
"@cristianoreza8 Selamat sore Bp Cristianoreza, mohon maaf atas ketidaknyamanannya. Yang airnya tidak keluar satu rumah atau banyak rumah. Utk tindaklanjut pengaduan silahkan DM kami data pelanggannya atau melalui Aplikasi CIS PDAM. Terima kasih -w",Negatif,Pernyataan
"@eviratnadihardja Selamat sore bu Evi, mohon maaf atas ketidaknyamanannya. Utk tindaklanjut pengaduan silahkan melengkapi alamat lengkap dan nomor HPnya via DM utk kami tindaklanjuti. Terima kasih -w",Positif,Pernyataan
@pdamsuryasembada sudah saya dm trims,Netral,Pernyataan
"@bellaaristas Selamat siang bu Bella, mohon maaf atas ketidaknyamanannya. Silahkan merespon DM kami utk data alamat lengkap dan nomor telpnya. Utk respon cepat pengaduan silahkan mengadu melalui Aplikasi CIS PDAM. Terima kasih -w",Positif,Pernyataan
@pdamsuryasembada apakah besok tgl 9 msh ada perbaikan lagi,Netral,Pertanyaan
ini dari kemarin daerah demak terdampak masa sampai sekarang belum selesai,Negatif,Pernyataan
Manukan kog mati yaa airnya,Negatif,Pernyataan
@pdamsuryasembada  sudah hampir 8jam tidak keluar,Negatif,Pernyataan
permisi gan apa penyebab bengkak nya tagihan air ya?  untuk konsultasi bagaimana,Netral,Pertanyaan
Kira-kira wilayah petemon bisa normal kembali seperti sebelum ada proyek drainase itu mulai kapan ya? Sampai kapan kondisi alirannya seperti ini? Apa sampai semua pekerjaan proyek drainase selesai sampai jalan dan saluran drainase sudah mulus baru mengalir normal? Atau kondisi seperti ini sampai selamanya seperti wilayah pedalaman yang jauh dari sumber air? 😁,Netral,Pertanyaan
Klo mau mati maybe bisa kabari rt rw terkait? Biar diteruskan ke wa grup warga persiapan?,Netral,Pertanyaan
"Daerah banyu urip jaya mati airnya, bisa normal lagi jam brp ya",Negatif,Pernyataan
Weh petemon kok mati terus ya dilihat-lihat. Air mati tapi tagihan air jalan tuh gimana ceritanya min???!!!!,Negatif,Pertanyaan
"@mascoo17 bantu jawab mas , karena NJOP PBB rumah di atas 100jt , golongan nya beda jadi naik , dulu 2x bayar naik , di kira tidak ada orang PDAM nge cek meteran , nah yg ke 3 kok tetap masih naik , telp ke PDAM katanya sudah ada surat pemberitahuan naik dikarenakan NJOP PBB rumah di atas 100jt , naik nya 4x lipat 🤔 air nya kotor , debit air kecil , kalai tetangga sebelah gunakan sanyo , setetes pun air tidak keluar , malah adanya kesedot 😂 keterangan tentang tarif golongan ada di web nya PDAM",Negatif,Pertanyaan
"ancookk...bangs4t...pembenahan maneh, iso kerjo ta PDAM iki? mati mati ae. ANCOK!!",Negatif,Pertanyaan
Banyu urip wetan kok belum nyala pak sampai sekarang 😢,Negatif,Pertanyaan
Teko jam 9 mambengi? Lha wong aku liwat jam set 2 ae sek durung lapo2 ngunu min. Ayo sing nggenah lek wenehi info 🤣,Negatif,Pertanyaan
🔥🔥🔥,Netral,Pernyataan
Semakin maju dan terus berkembang lebih baik untuk melayani seluruh warga Surabaya...Jaya selalu,Positif,Pernyataan
❤️❤️❤️,Netral,Pernyataan
@dodk_lintang Terima kasih Pak Dodik Lintang 🙏👷🏽 -w,Positif,Pernyataan
@binbinnah013 mohon maaf pak/bu Binbin utk ketidaknyamanannya. Utk wilayah Bp/ibu air tidak keluar krn pipa pdam terdampak pekerjaan saluran di Jl Pacuan Kuda. Saat ini sedang dalam penanganan petugas. Apabila membutuhkan bantuan tangki gratis selama air tdk keluar dpt menghubungi call center pdam bebas pulsa di 08001926666. Terima kasih -w,Negatif,Pernyataan
@ellylaily23 ❤️❤️ -w,Netral,Pernyataan
@dwiadhikamintardi 🔥🔥🔥 -w,Netral,Pernyataan
seru banget 🙌,Netral,Pernyataan
@alfiraafrr terima kasih kk Alfira 😍 -w,Positif,Pernyataan
@anakhwj Terima kasih kak -w,Positif,Pernyataan
"@antoniusadji selamat malam Bp Anton, mohon maaf atas ketidaknyamanan yg dialami. tadi sempat ada gangguan kelistrikan PLN di IPAM Karangpilang. Saat ini sudah normal kembali. Normalisasi aliran ke pelanggan. Terima kasih -w",Positif,Pernyataan
"@faizalfifatahill selamat malam bp Faizal, mohon maaf atas ketidaknyamanannya tadi sempat ada gangguan kelistrikan PLN di IPAM Karangpilang. Saat ini sudah ON kembali. Normalisasi aliran ke pelanggan. Terima kasih -w",Positif,Pernyataan
"@abisatyaws selamat malam pak Abi, saat ini gangguan kelistrikan PLN di Ipam Karangpilang telah teratasi. Normalisasi aliran ke pelanggan terdampak. -w",Negatif,Pernyataan
@pdamsuryasembada trimakasih untuk respon  cepatnya. Smoga @pdamsuryasembada semakin baik,Positif,Pernyataan
@pdamsuryasembada ok makasih,Positif,Pernyataan
@wulanprasetya79 Aamiin YRA terima kasih atas pengertiannya bu Wulan🙏 -w,Positif,Pernyataan
"@hamidsub_1 selamat malam bp Hamid, mohon maaf atas ketidaknyamanannya tadi sempat ada gangguan kelistrikan PLN di IPAM Karangpilang. Saat ini sudah normal kembali. Normalisasi aliran ke pelanggan. Terima kasih -w",Positif,Pernyataan
@bakulgedangsusu siap bu🙏,Netral,Pernyataan
"@pdamsuryasembada Alhamdulillah..... Soalnya tadi mau ambil air wudhu kok tiba2 mati... habis pulang kerja... 

Terima kasih yaa Bapak... semoga Alloh selalu memberikan kelancaran dan kemudahan",Positif,Pertanyaan
Kupang gunung jaya ix a gak murup blas !!!!!,Negatif,Pernyataan
"Apa berdampak juga d daerah banyu urip kidul ya, sampe sekarang kok gak keluar airnya",Negatif,Pertanyaan
"@pdamsuryasembada iya Pak,, terima kasih",Positif,Pernyataan
Petemon gang IIa mati min bagaimana ini? Sampai brp jam?,Netral,Pertanyaan
Kedung Anyar airnya kerus banget buteek banget kayak lumpur lohh apa imbas dari petemon ini ya,Negatif,Pernyataan
@pdamsuryasembada yo update en statusku onok mslh listrik ga murup.. Ojok mbidek ae,Netral,Pernyataan
"Halo min, daerah dukuh pakis juga sering mati utk aliran air nya",Negatif,Pernyataan
"simo gunung air pam mati dari tadi pagi,mohon di info apakah ada perbaikan",Negatif,Pertanyaan
"daerah dukuh pakis kapan nyala e minn, maustiii rwekk rwekk ga ada pemberitahuan",Negatif,Pertanyaan
Alhamdulillah di rumah saya petemon  meskipun kalau pagi sampai sore harus di pompa baru kluar airnya yg penting airnya g mati kayak kapan hari 🙏🙏🙏semoga bisa lancar lagi seperti kemarin2 tanpa harus di pompa lagi @pdamsuryasembada,Positif,Pertanyaan
"Petemon 4 masih belum mengalir sampai malam ini, berarti sudah 2 malam. Kapan bisa mengalir normal kembali?",Negatif,Pertanyaan
"D daerh dukuh kupang barat satu gang dua, ada proyek... Pipa air kena excavator... Alhasil nyiprat dimana2, nyala air kecil... Mint tolong diperbaiki",Negatif,Pernyataan
"@bayuganang Selamat pagi pak Bayu., mohon maaf atas ketidaknyamanannya. Apakah pagi ini air sudah keluar? -w",Negatif,Pertanyaan
"@nurhayati80896 Selamat pagi ibu Nurhayati, baik bu segera kami tindaklanjuti. Terima kasih atas laporannya -w",Positif,Pernyataan
"@hilmysyam Selamat pagi pak Hilmy, mohon maaf atas kendala yg dialami, apakah pagi ini air masih belum keluar? mohon menyertakan alamat lengkap dan nomor telpnya via DM. Terima kasih -w",Positif,Pertanyaan
"@ssafira_pink2 Selamat pagi ibu Ssafira, mohon maaf atas kendala yg dialami. Saat ini Petemon gangguan air disebabkan sedang ada proyek saluran drainase. Apakah pagi ini air sudah keluar kembali? -w",Negatif,Pertanyaan
"@sendidinataa Selamat pagi pak Sendi, mohon maaf atas ketidaknyamanannya. Silahkan DM kami data pelanggannya utk kami tindaklanjuti. Terima kasih -w",Positif,Pernyataan
"@qfnysamsy Selamat pak pak samsy, mohon maaf atas kendala yg dialami. Apakah pagi ini air masih tidak keluar? Silahkan DM kami data pelanggannya. Utk respon cepat pengaduan dapat melalui Aplikasi CIS PDAM. Terima kasih -w",Negatif,Pertanyaan
"@rhiskaagustina Selamat pagi ibu Rhiska, mohon maaf atas kendala yg dialami. Mohon dibantu nomor pelanggan dan no telp via DM utk kami tindaklanjuti. Utk respon cepat pengaduan dapat melalui Aplikasi CIS PDAM atau call center di 08001926666. Terima kasih -w",Positif,Pernyataan
"@_telorrebusss Selamat pagi pak/bu telorrebuss, mohon maaf atas ketidaknyamanannya. Mohon dibantu nomor pelanggan dan nomor telpnya via DM utk kami tindaklanjuti pengaduannya. Terima kasih -w",Positif,Pernyataan
@puputtpr Selamat pagi bu di area Dukuh Pakis mana bu yg belum keluar airnya? Silahkan DM kami alamat lengkap dan nomor telpnya. Kl di area Pakis Tirtosari saat ini sedang ada pemasangan saluran drainase/gorong2 yg berdampak pada pipa pdam. Terima kasih -w,Positif,Pertanyaan
"@yohanes_reymon Selamat pagi pak Reymon, mohon maaf atas kendala yg dialami. Mohon dibantu alamat lengkap dan nomor telpnya via DM utk kami tindaklanjuti. Terima kasih -w",Positif,Pernyataan
@pdamsuryasembada sudah menyala kembali kemarin malam jam 20.45 👍,Netral,Pernyataan
@pdamsuryasembada sudah saya DM,Netral,Pernyataan
"@p_budi_43 Selamat pagi pak Budi, mohon maaf atas ketidaknyamanannya. Mohon dibantu nomor alamat lengkap dan nomor telpnya via DM utk kami tindaklanjuti. Terima kasih -w",Positif,Pernyataan
"Betul si ini , dipetemon emang ada perbaikan jalan tapi knapa mati beberapa hari sangat mengggangu mobilitas",Negatif,Pertanyaan
"@devyafri03 selamat siang ibu Devy, mohon maaf atas ketidaknyamanannya. -wutk proyek pemasangan saluran drainase ini kadang alat beratnya mengenai pipa pdam. Apakah saat ini air tidak mengalir? Silahkan DM alamat lengkap dan nomor telpnya. Terima kasih -w",Positif,Pertanyaan
@pdamsuryasembada iya... Terimakasih.. Mohon segera diatasi... Air juga tdk seberapa bersih,Positif,Pertanyaan
@pdamsuryasembada alhamdulillah bapak ibu pdam surya sembada berangsur2 normal kembali kluar airmya🙏🙏🙏😊,Positif,Pernyataan
@ssafira_pink2 Alhamdulillah terima kasih updatenya bu Safira -w,Positif,Pernyataan
"PDAM sekrng kenapa sih air nya itu selalu kecil kalau gak gitu gak keluar,minta tolong ya PDAM, kondisi kn airnya itu dengan normal kembali,kami ini masyarakat sangat terganggu kalau air PDAM selalu mati terus airnya.tolong d perbaiki yg sangat2 bnr dan gerak cepat .",Negatif,Pertanyaan
"@fauziyah2346 Selamat siang ibu Fauziyah, mohon maaf atas ketidaknyamanannya. Silahkan DM kami utk data pelanggannya. Utk respon cepat pengaduan dapat melalui Aplikasi CIS PDAM. Terima kasih -w",Positif,Pernyataan
wew petemon 2 no 100 2 minggu air keluar kaya pipis kucing....itupun keluarnya jam 1 sampe shubu doang....1 kamar mandi gag penuh..4 hari ini mala mati pletes....kami butu mandi..bab..pipis....anak sekolah..mandi....air cuci2 pakaian kerja sekolah.....,Negatif,Pernyataan
"@papaeveveazka Selamat siang papa eveveazka, mohon maaf atas ketidaknyamanannya. Saat ini pipa pdam di Jl Pacuan Kuda terdampak pemasangan saluran pdam. Saat ini dalam penanganan petugas. Jika membutuhkan bantuan tangki sementara dapat menghubungi call center pdam di 08001926666 atau melalui Aplikasi CIS PDAM di fitur pengaduan. Terima kasih -w",Positif,Pernyataan
Nyala 3 hari tok...mati lagi...apaan sich yaaaa 😢,Negatif,Pernyataan
"@koe.novita Selamat sore bu Novita, mohon maaf atas ketidaknyamanannya. Mohon dibantu alamat lengkap dan nomor telp via DM bu. Utk respon cepat pengaduan melalui aplikasi CIS PDAM -w",Positif,Pernyataan
Klo gang 8 sdh diperbaiki terus knp simo sidomulyo VI udh 3hari mati gk hidup sama sekali,Negatif,Pernyataan
@ayudeepasha dibelani 3 dino gak adus sak omah,Negatif,Pernyataan
@ayudeepasha baik bu segera kami tindaklanjuti pengiriman bantuan tangki gratisnya 🙏 -w,Positif,Pernyataan
Area Simo Sidomulyo air masih mati. Kapan normal kembali ?,Negatif,Pertanyaan
"@hendraeko_ Selamat pagi bp Hendra, mohon maaf atas ketidaknyamanannya. Saat ini di wilayah Petemon/ Simo Sidomulyo sedang ada pembangunan saluran drainase. Apakah air masih tidak keluar? Jika membutuhkan bantuan tangki gratis selama air tidak keluar dapat menghubungi call center pdam di 08001926666 atau melalui APlikasi CIS PDAM di fitur pengaduan. Terima kasih -w",Negatif,Pertanyaan
"Lain x kalau airnya mati , dikasih pemberitahuan dong ...",Negatif,Pernyataan
Balas klumprik moro-moro mati banyu e iki,Negatif,Pernyataan
"Kebiasaan PDAM nih,,di Gempol Balas Klumprik air mati TANPA PEMBERITAHUAN !!! Ngene lak bingung,,ga nandon banyu krn ga onok pemberitahuan nek banyu kape mati !!!",Negatif,Pernyataan
"@sundari220893 selamat sore bu Sundari, baik bu terima kasih atas saran dan masukannya utk peningkatan pelayanan PDAM 🙏 -",Positif,Pernyataan
"@pdamsuryasembada balas klumprik mati tanpa pemberitahuan, ada kendala apa?",Negatif,Pertanyaan
Kebraon kok airnya kecil ya?,Negatif,Pertanyaan
@tubularcustomsurabaya selamat malam mohon maaf atas ketidaknyamanannya. Saat ini sedang ada gangguan kelistrikan di IPAM Karangpilang dan sedang dalam penanganan petugas. 🙏 -w,Positif,Pernyataan
@robert__ong selamat malam pak Robert mohon maaf atas ketidaknyamanannya. Saat ini sedang ada gangguan kelistrikan di IPAM Karangpilang dan sedang dalam penanganan petugas. 🙏 -w,Positif,Pernyataan
"Daerah Kebraon, Pdam Aliran mengecil, Ada apa ini @pdamsuryasembada",Negatif,Pernyataan
Daerah Kebraon Min kok tbtb mati dan sampe sekarang ga dikasih penjelasan,Negatif,Pertanyaan
"@pdamsuryasembada berhari"" Gk pak",Netral,Pernyataan
Kok Petemon gang 4 masih mati ya??? @pdamsuryasembada,Negatif,Pertanyaan
Ini kebraon juga mati hari ini!! Ga ada pemberitahuan!!! Wis gak eruh kudu ngomong opo maneh ndelok pdam iki!!!,Negatif,Pernyataan
Kebraon indah permai kenapa airnya mati tiba² tanpa ada pemberitahuan?,Negatif,Pertanyaan
@pdamsuryasembada suwi gak iki kiro²,Negatif,Pernyataan
@pdamsuryasembada 🔥🔥tolong segera,Negatif,Pernyataan
"kumat lagi, Kebraon mati mendadak tanpa pemberitahuan",Negatif,Pernyataan
