comment_id,comment_text,segmented_text,true_aspect,final_sentiment_label
13179,"Min tolong respond ini gimana di Made, kec sambikerep udah 4 harian air kadang kecil kadang mati haduu kesel nandon min","admin respons made , kecamatan sambikerep sudah harian air kadang kecil kadang mati kesel tandon admin",Air Tidak Mengalir,Netral
13182,"Manukan mati lagi nih min, mana gak ada pemberitahuan, mati nyala udah 3 hari rekkk","manukan mati admin , tidak ada pemberitahuan , mati hidup sudah",Air Tidak Mengalir,Negatif
13183,Raya sikatan Manukan wetan mati,raya sikatan manukan wetan mati,Air Tidak Mengalir,Negatif
13191,"@pdamsuryasembada sorry yah min ... Komen ku memadati mu hari hari Iki .... 😢 Syedih AQ lek gak onok banyu Iki , GK sok Lapo Lapo","maaf admin . komen ku memadati mu . sedih tidak ada air , ga sok ngapain ngapain",Air Tidak Mengalir,Negatif
13193,"Yak opo carane laporan banyu butek min,, di tlp yayo yayo tog","yak laporan air keruh admin , telepon",Air Kotor/Bau,Negatif
13194,@pdamsuryasembada apane min daerah manukan peni sekitare sek ga nyala air nya ini.. piye bsk ga mandi lak an..😢😢,admin daerah manukan peni ga hidup air nya . besok ga mandi .,Air Tidak Mengalir,Negatif
13197,Manukan kasman min,manukan kasman admin,Lainnya,Netral
13198,"Semoga cepet kelar dan ga mati, dibongkar mati lagi ❤️","moga cepat kelar ga mati , bongkar mati",Air Tidak Mengalir,Netral
13199,Ajur min. Mati maneh banyu e lagek mari nyala mau😂,ajur admin . mati air nya baru mari hidup,Air Tidak Mengalir,Negatif
13200,Cek sering e seh bocor ... Sampek Ndak mandi mandi min min ....,cek nya seh bocor . sampai tidak mandi mandi admin admin .,Air Tidak Mengalir,Negatif
13201,Min air biasanya jam 3 pagi itu masih naik sendiri lo ke tandon skarang malah gak naik airnya gak banyak juga biasanya kalau airnya naik ketandon smpek denger kalau ngisi sendiri skrang jm 3 gk dnger air ngisi sendiri,admin air jam pagi naik tandon sekarang tidak naik air tidak banyak air naik tandon sampai dengar mengisi sekarang jam ga dengar air mengisi,Air Tidak Mengalir,Negatif
13202,"@fayra_azzahra04 Wes bayare larang banyune lak awan metune gak banter sisan min""",sudah bayar mahal airnya awan keluar tidak banter admin,Air Tidak Mengalir,Negatif
13203,Info apakah berdampak sampai ke daerah Indrapura ya.. keluar air seperti air got,informasi berdampak sampai daerah indrapura . keluar air air got,Air Tidak Mengalir,Netral
13204,Selamat hari santri nasional!,selamat santri nasional !,Lainnya,Positif
13208,"Daerah Jagalan kok airnya mengecil sudah beberapa hari, apa ada gangguan?","daerah jagalan air mengecil sudah , ada gangguan ?",Air Tidak Mengalir,Netral
13209,Mota Mati Mota Mati teruss ae !  Baca DM admin .  @ericahyadi_ @cakj1  @pdamsuryasembada  @official.kpk,mati mati mati mati teruss aja ! baca pesan admin . . kpk,Air Tidak Mengalir,Negatif
13210,Sampai kapan ini pak baru bisa normal lagi😩,sampai kapan baru normal,Air Tidak Mengalir,Netral
13211,Min bibis sawah air sering butek min😢,admin bibis sawah air keruh admin,Air Kotor/Bau,Negatif
13213,"Min daerah gadukan, morokrembangan air kuecilll, lantai 2 tmbh gk keluae blaasss. 😩","admin daerah gadukan , morokrembangan  air kecil , lantai ga keluar .",Air Tidak Mengalir,Negatif
13220,@pdamsuryasembada cek min,cek admin,Lainnya,Netral
13221,Min daerah hari ini daerah manukan apakah airnya mati?,admin daerah daerah manukan air mati ?,Air Tidak Mengalir,Negatif
13222,"Min, Manukan air mati sampai kpn?","admin , manukan air mati sampai kapan ?",Air Tidak Mengalir,Negatif
13226,@pdamsuryasembada iyaa kok nggak ada pemberitahuan sih,iyaa tidak ada pemberitahuan sih,Pelayanan,Negatif
13229,Agar silahturahmi tidak terputus,silaturahmi tidak terputus,Lainnya,Negatif
13230,Tolong jangan seenaknya bikin saluran air putus,seenaknya bikin saluran air putus,Lainnya,Negatif
13231,"Capek banget ngerasain PDAM , kebanyakan alasan air mati terus , dikira kagak capek apa tiap hari ngangsu","capek sekali pdam , kebanyakan alasan air mati , kira tidak capek mengangsu",Air Tidak Mengalir,Negatif
13232,Air nya nyalain....capek komplain jawabannya templated...,air nya hidup . capek komplain jawab templat .,Air Tidak Mengalir,Negatif
13235,Petemon ka,petemon kakak,Lainnya,Netral
13238,"hallo kaa, di daerah bogen, tambaksari airnya tidak keluar apa ada gangguan yaa","halo kaa , daerah bogen , tambaksari air tidak keluar ada gangguan",Air Tidak Mengalir,Netral
13240,"@pdamsuryasembada sudah min sudah nyala untuk hari ini, yang pas kemarin hampir seharian air ga nyala, baru nyala jam 8 malem min","sudah admin sudah hidup , pas hampir seharian air ga hidup , baru hidup jam malam admin",Air Tidak Mengalir,Negatif
13242,Air Mati min dupak bangunsari jam 10 malam,air mati admin dupak bangunsari jam malam,Air Tidak Mengalir,Negatif
13248,@pdamsuryasembada kata istri sy sudah normal kembali sejak siang tadi.. terima kasih. 🙏,istri sudah normal siang . terima kasih .,Lainnya,Positif
13251,Tengger air mati min @pdamsuryasembada @suarasurabayamedia @ericahyadi_ @cakj1,tengger air mati admin,Air Tidak Mengalir,Negatif
13252,"Simo pomahan gang 1
Airnya kecuiill apa lagi kl pagi dan sore. 
Mohon solusinya donk",simo pomahan gang air kecil pagi sore . mohon solusi,Air Tidak Mengalir,Negatif
13254,Min tanya saya melakukan catat meter mandiri di aplikasi cis kemudian saya salah memasukkan nomer angka meter kemudian saya laporkan lagi terus di riwayat itu yang masuk yang kedua berarti yang pertama saya salah itu tidak masuk ya min,admin melakukan catat meter mandiri aplikasi cis salah memasukkan nomor angka meter lapor riwayat masuk salah tidak masuk admin,Meteran (Macet/Bermasalah),Negatif
13258,"@pdamsuryasembada ini nomer pelanggannya 3165385, saya kirim lewat dm ya foto meteran saya dan riwayatnya di aplikasi cis","nomor pelanggan , kirim pesan foto meter riwayat aplikasi cis",Lainnya,Positif
13259,@pdamsuryasembada tolong di cek via dm,cek via pesan,Pelayanan,Netral
13260,"Daerah cipunegara mati dari kemarin pagi,belom nyala sampe sekarang. Tandon menipis ini","daerah cipunegara mati pagi , belum hidup sampai sekarang . tandon menipis",Air Tidak Mengalir,Negatif
13264,@pdamsuryasembada cek dm min,cek pesan admin,Lainnya,Netral
13265,@pdamsuryasembada 3165385 no hp 083878456809,ponsel genggam,Lainnya,Netral
13269,@pdamsuryasembada sdh saya DM. Terima kasih,sudah pesan . terima kasih,Lainnya,Positif
13271,Min gimana kasus saya saya sudah dm bagai mana min,admin kasus sudah pesan admin,Lainnya,Netral
13272,Dm saya belum di balas,pesan belum balas,Pelayanan,Negatif
13277,Min daerah gadukan 3 hari ini jam 5 sore smpai malam mati min.. hadeuh,admin daerah gadukan jam sore sampai malam mati admin . hadeuh,Air Tidak Mengalir,Negatif
13279,Manukan Tama kok mati dari kemarin,manukan tama mati,Air Tidak Mengalir,Negatif
13280,"Tenggumung Wetan mati min ,nyalanya hanya mlam saja JM 5 udah mati min","tenggumung wetan mati admin , hidup malam jam sudah mati admin",Air Tidak Mengalir,Negatif
13281,"Min petemon 1 mati air dari kemarin kenapa ? Gaada pemberitahuan.
Air mati, ini pln mati sisan. Sumpek min","admin petemon mati air ? tidak ada pemberitahuan . air mati , pln mati . sempit admin",Air Tidak Mengalir,Negatif
13282,Min manukan mati lagi airnya?,admin manukan mati air ?,Air Tidak Mengalir,Negatif
13283,Oi min Manukan mati air nya,oi admin manukan mati air nya,Air Tidak Mengalir,Negatif
13284,Min manukan lha kok mati lagi min aire? Ga keluar dr jam 10 malam lhoo min? Kepiye iki aku duwe arek cilik butuh banyu min. Apa ada perbaikan lg ta min??,admin manukan lha mati admin airnya ? ga keluar jam malam loh admin ? arek cilik butuh air admin . ada perbaikan ta admin ?,Air Tidak Mengalir,Negatif
13285,Min manukan kapan dinyalain airnya?,admin manukan kapan nyala air ?,Air Tidak Mengalir,Netral
13299,Manukan oi mati air nya,manukan oi mati air nya,Air Tidak Mengalir,Negatif
13303,Telpon ke cs 6 kali ndak ada respon,telepon pelayanan pelanggan tidak ada respon,Pelayanan,Negatif
13306,Gayungsari Barat airnya keruh udah 3-4 hari ini min.. tolongg!! 🙌🙌,gayungsari barat air keruh sudah admin . !,Air Kotor/Bau,Negatif
13307,HOAX. Air sudah dimatikan.,isu bohong . air sudah mati .,Air Tidak Mengalir,Negatif
13308,Min mohon info ini manukan kenapa air nya mati juga?,admin mohon informasi manukan air nya mati ?,Air Tidak Mengalir,Negatif
13310,@pdamsuryasembada manukan rejo min. Iya ada pekerjaan box culvert. Sudah saya sampaikan juga by WA min. Mohon dicek min. Air ga keluar dari sore 🙏,manukan rejo admin . ada pekerjaan kotak culvert . sudah whatsapp admin . mohon cek admin . air ga keluar sore,Air Tidak Mengalir,Negatif
13311,@pdamsuryasembada lokasi tubanan baru mind...jadwal besok hari ini tidak keluar,lokasi tubanan baru . jadwal besok tidak keluar,Air Tidak Mengalir,Negatif
13312,@pdamsuryasembada hari ini kok sudah mati ya ? why??,sudah mati ? ?,Air Tidak Mengalir,Negatif
13318,Daerah tubanan karangpoh airnya kenapa tidak nyala? Diinfo kan tampung sebelum hari sabtu pukul 21.00?,daerah tubanan karangpoh air tidak hidup ? informasi kan tampung . ?,Air Tidak Mengalir,Netral
13321,"Min iki wacana e lak sabtu malem ya, jumat sore wes mati iki min..pripun min","admin wacana nya malam , jumat sore sudah mati admin . admin",Air Tidak Mengalir,Negatif
13323,INFO e HOAX.. darmo indah wes mati malam ini..,informasi nya isu bohong . darmo indah sudah mati malam .,Air Tidak Mengalir,Negatif
13326,@tiasningrum412 selamat malam saat ini perbaikan pipa bocor di Darmo Harapan telah selesai. Normalisasi aliran ke pelanggan 🙏-w,selamat malam perbaikan pipa bocor darmo harapan selesai . normalisasi aliran pelanggan,Kebocoran,Negatif
13329,@pdamsuryasembada di maafkan.. 10.30pm udah mengalir air nya.. tq,. . sudah mengalir air nya . terima kasih,Air Tidak Mengalir,Positif
13331,Wilayah perak airnya mati ya,wilayah perak air mati,Air Tidak Mengalir,Negatif
13332,perak barat krembangan kok debit air mati ??,perak barat krembangan debit air mati ?,Air Tidak Mengalir,Negatif
13334,@pdamsuryasembada terimakasih,terima kasih,Lainnya,Positif
13338,@pdamsuryasembada ini setro baru Utara kok mati airnya..ini terdampak gangguan yang di mana..?,setro baru utara mati air . dampak gangguan . ?,Air Tidak Mengalir,Negatif
13339,@pdamsuryasembada katanya wilayah tanjung sari baru ga mati ini mati loh airnya..sampai jam brp ini matinya?,katanya wilayah tanjung sari baru ga mati mati loh air . sampai jam mati ?,Air Tidak Mengalir,Negatif
13340,@rullyrozaria @pdamsuryasembada iya nih kak kemarin saya tanya katanya ga kena dampaknya lha ini kok airnya tiba tiba mengecil terus mati yaaa? Mohon informasinya kak 🙏🏻 Terima kasih sebelumnya 🙏🏻,kakak katanya ga kena dampak lha air mengecil mati ? mohon informasi kakak terima kasih,Air Tidak Mengalir,Negatif
13341,@pdamsuryasembada  nyala jam brp ya airnya?,hidup jam air ?,Air Tidak Mengalir,Netral
13342,Lek ngekei info gaisok a dishare ke kecamatan or rt rw terkait. Mosok kudu ndelok instagram trs pas air ws mari,informasi tidak bisa kecamatan rw terkait . harus lihat instagram pas air sudah mari,Lainnya,Netral
13343,Simo Jawar kira2 air nyala jam berapa ya min? Wes mulai sumuk,simo jawar kira air hidup jam admin ? sudah panas,Air Tidak Mengalir,Netral
13344,Ini sdh selesai blm?,sudah selesai belum ?,Lainnya,Netral
13351,Hadeh banyu seminggu ws mati d manukan. Lagek nyala saiki mati maneh. Gaono pemberitahuan piye ape nadah banyu,air seminggu sudah mati manukan . baru hidup sekarang mati . ada pemberitahuan air,Air Tidak Mengalir,Negatif
13352,"@aaannngeeelll._ selamat pagi Bpk/ibu Angel, mohon maaf atas ketidaknyamanannya. Silahkan menyertakan alamat lengkap dan nomor telpnya via DM utk kami tindaklanjuti ke bagian terkait. Terima kasih-w",". selamat pagi ibu susah , mohon maaf ketidaknyamanan . silahkan menyertakan alamat lengkap nomor telpnya via pesan tindak lanjut bagian terkait . terima kasih",Lainnya,Positif
13353,Min air kos ku ga bisa keluar 😢,admin air kos ku ga keluar,Air Tidak Mengalir,Negatif
13355,"Klo ganti pipa yg udah lama/kecil kira"" kena biaya ga",ganti pipa sudah lama kecil kira kena biaya ga,Lainnya,Negatif
13357,"Ijin tanya, untuk pindah amboring kena biaya berapa?","ijin , pindah amboring kena biaya ?",Harga,Netral
13361,@pdamsuryasembada apakah ada batas meter yang ditinggikan? atau tdk terbatas?,ada batas meter ? tidak terbatas ?,Meteran (Macet/Bermasalah),Netral
13366,"@pdamsuryasembada siap kak, itu apa sama kran merah yg ada di meter nya juga ya? Atau hanya meternya saja ya kak?","kakak , keran merah ada meter nya ? meter kakak ?",Meteran (Macet/Bermasalah),Netral
13367,Maksud dari amboring apa ya,maksud amboring,Lainnya,Netral
13369,"Maaf min mau tanya, meteran saya ada disebelah rumah orang. Kalau di pindah ke depan rumah kena berapa ya? Kurang lebih 5 meter.","maaf admin , meter ada sebelah rumah . pindah rumah kena ? lebih meter .",Meteran (Macet/Bermasalah),Netral
13373,Kalau pindah geser biaya berapa ?,pindah geser biaya ?,Lainnya,Netral
13375,"Izin bertanya kk,, saya ingin memindahkan meteran yg terpasang numpang dirumah orang dan pakai nama orang tersebut yg jarak nya sekitar 100 meter, dan apakah bisa dipindahkan sekalian ganti ke nama saya pribadi,, terimakasih kk","izin kakak , memindahkan meter terpasang menumpang rumah pakai nama jarak nya meter , pindah ganti nama pribadi , terima kasih kakak",Meteran (Macet/Bermasalah),Positif
13377,Berapa lama min?,lama admin ?,Lainnya,Netral
13379,Berapa lama ini matinya???,lama mati ?,Air Tidak Mengalir,Negatif
13380,Update informasi pekerjaan pipa bocor kami upayakan pukul 20.00 WIB selesai. Mohon doa agar petugas dilapangan diberi kelancaran agar dapat selesai sesuai estimasi.,pembaruan informasi pekerjaan pipa bocor . selesai . mohon doa petugas lapangan kelancaran selesai estimasi .,Kebocoran,Negatif
13382,"@pdamsuryasembada Semoga segera tuntas 🔥 Geraaahhh mau mandi, air habis 😂","moga tuntas gerah mandi , air habis",Air Tidak Mengalir,Netral
13383,@bundasidqi amin terima kasih doa baiknya❤️,amin terima kasih doa,Lainnya,Positif
13384,@hlwahyu dengan senang hati terimakasih atas apresiasinya ❤️❤️,senang hati terima kasih apresiasi,Lainnya,Positif
13385,@pdamsuryasembada masih matikah?,mati ?,Air Tidak Mengalir,Negatif
13386,Manukan kok tiba² air mati tanpa pemberitahuan min ????,manukan air mati pemberitahuan admin ?,Air Tidak Mengalir,Negatif
13387,Manukan mati tanpa pemberitahuan ??? Kapan nyala min,manukan mati pemberitahuan ? kapan hidup admin,Air Tidak Mengalir,Negatif
13388,Pak daerah semolowaru utara air nya mari dari tadi  malem😢,daerah semolowaru utara air nya mari malam,Air Tidak Mengalir,Negatif
13396,@pdamsuryasembada keluar tapi banyak pasir nya min,tapi banyak pasir nya admin,Lainnya,Netral
13397,"@pdamsuryasembada Baik, terima kasih atas respon cepatnya. Air sdh mengalir spt biasa, terima kasih ya.",", terima kasih respon cepat . air sudah mengalir , terima kasih .",Pelayanan,Positif
13400,Lak mesti toh petemon mati air e tanpa pemberitauan maneh😢,mesti petemon mati air nya pemberitahuan,Air Tidak Mengalir,Negatif
13402,petemon mati lagi,petemon mati,Air Tidak Mengalir,Negatif
13405,Muesti petemon mati tanpa pemberitauan 😢,petemon mati pemberitahuan,Pelayanan,Negatif
13407,"jl cipunegara, airnya mati, kapan hidupnya ini?","jalan cipunegara , air mati , kapan hidup ?",Air Tidak Mengalir,Negatif
13409,Doh kah petemon mati maneh,petemon mati,Air Tidak Mengalir,Negatif
13410,Kelurahan darmo dari kemarin pagi sampai sekarang masih mati min.,kelurahan darmo pagi sampai sekarang mati admin .,Air Tidak Mengalir,Negatif
13411,"Petemon gang 3 mati lagi, dari Kamis pagi 24 okt - Sabtu 26 okt mati total. Saya tunggu sehari,  2 hari, ternyata 3 hari pun blm nyala samsek 😢","petemon gang mati , kamis pagi oktober oktober mati total . tunggu sehari , , belum hidup sama sekali",Air Tidak Mengalir,Negatif
13413,Daerah kapas krampung kenapa ya? Kok sudah 1 bulan gk keluar air sama sekali???,daerah kapas krampung ? sudah ga keluar air sekali ?,Air Tidak Mengalir,Netral
13416,@pdamsuryasembada belum nyala airnya tolong udah 2 hari ini,belum hidup air sudah,Air Tidak Mengalir,Negatif
13417,"Mohon maaf atas ketidaknyamanannya bu @larasayukusuma , Mohon kami dibantu nomor pelanggan, alamat lengkap dan nomor tlpn, atau untuk Percepatan Layanan ibu bisa melakukan pengaduan melalui Aplikasi CIS  dan jika membutuhkan bantuan air truk tangki mohon menghubungi Call Center Bebas Pulsa 08001926666","mohon maaf ketidaknyamanan bu , mohon bantu nomor pelanggan , alamat lengkap nomor telepon , percepatan layanan ibu melakukan pengaduan melalui aplikasi cis membutuhkan bantuan air truk tangki mohon menghubungi call center bebas pulsa",Pelayanan,Negatif
13418,"Jl doho aliran air sangat kecil, kos2an kami sangat terganggu operasionalnya, mohon solusinya","jalan aliran air sangat kecil , indekos sangat terganggu operasional , mohon solusi",Air Tidak Mengalir,Negatif
13421,Kok 15 November?😅,november ?,Lainnya,Netral
13422,Info sewa bus-nya kemana Pak?,informasi sewa bus nya ?,Lainnya,Netral
13423,"SDN  KALSA  IN  THE  BEST  FOREVER , NUMBER  ONE","sdn terbaik , nomor",Lainnya,Netral
13425,"Maaf min... Kenapa air nya sekarang mudah kotor dan berbau.. Siang"" / sore bersihin bak kamar mandi, besok pagi ketika ngisi bak kamar mandi.. Udah kotor lagi, ini sangat meanggu sekali. Apalgi yg gk kuat sama baunya.. Mohon maaf atas keluhan saya. Sudah banyak kampung sayang yg bilang sama seperti ini Semoga PDAM kota surabaya  bisa diperbaiki lagi terima kasih .","maaf admin . air nya sekarang mudah kotor berbau . siang sore bersih bak kamar mandi , besok pagi mengisi bak kamar mandi . sudah kotor , sangat ganggu sekali . ga kuat bau . mohon maaf keluhan . sudah banyak kampung sayang bilang moga pdam kota surabaya perbaiki terima kasih .",Air Kotor/Bau,Negatif
13427,Terimakasih banyak atas ilmunyaaa @pdamsuryasembada 😍😍,terima kasih banyak ilmu,Lainnya,Positif
13433,"Seruu bangett sii pak, saya nyempil disana heheh 😁👍","seru sangat , sempil",Lainnya,Netral
